order_id,city_tier,customer_age,customer_loyalty_score,order_hour,order_day_of_week,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,estimated_delivery_time,traffic_level_score,weather_severity_score,restaurant_rating,delivery_partner_rating,customer_rating,order_value,delivery_fee,discount_amount,tip_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,refund_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag,delivery_partner_experience_years,delivery_efficiency_score
5a87c6ab-e4a8-44ef-8852-f7a63e3b3943,-0.3065439488964899,-1.5143164197778547,-1.566398319504873,1.2305578043762375,1.6186842458769615,-0.13842361991773225,-0.5214294309738385,-0.604631289611401,-0.5404244922500874,-0.8050226832661967,0.1296563127794416,-0.8285067426411657,0.45476572985922603,-0.24403747737318227,-2.0588578679362963,-0.6003432494158302,1.635854256103558,0.9175404006998147,1.0263994709070698,-0.15190410477914834,-0.7266909768684993,False,False,True,False,False,True,0.216077951509846,0.658072447404767
8eab78a5-a5c5-41d7-9a5f-5779ee5f2d3d,-1.5141040707024278,0.9746917417943928,-0.3915897039735003,-1.6497674457462286,-0.617280371600812,-1.297036901176804,-0.9492844634022313,-1.0378402751658378,-1.7927838054147003,-1.667759678920902,-1.4392250012046133,-1.1737565896099431,-0.23587017351529582,0.011833473285249804,-1.1190060020736041,-0.6003432494158302,-0.7092370739742191,-1.2173647106508805,0.4946721236857991,0.07564603816920618,0.14721921206891128,False,False,False,True,False,False,0.9136140992007855,2.263187758102114
1338cc5b-e5cf-419f-a7c9-4a2577608715,-1.5141040707024278,1.2710022372196603,-0.16814283137827035,-0.35362108319111885,-0.617280371600812,1.3098429816561075,1.2660047920433386,0.5093346732428649,1.7257495030001648,1.4750679481069526,1.1636917242689324,-0.310631972188,0.6849776976507347,0.011833473285249804,-0.5550948825559883,-0.6003432494158302,0.3516380214429019,-0.0027307312873508637,0.7134674310839436,-0.14459566193176876,1.6037361936312622,False,False,False,False,False,False,0.44859000074015914,-1.3802573762143542
5277f2fb-b1b3-4f58-9975-12f8f1b71421,-0.3065439488964899,-0.9809575280123731,-1.3711434492581498,-0.7856698707094887,1.6186842458769615,-0.4280769402325002,0.559430424183719,-1.4710492607202745,-0.03351715120726778,-0.03472179428878141,-0.6547843442125858,1.3120423085652537,1.605825568816763,1.0353172759189713,0.1967866101341645,2.2325110683088445,0.9035206920881371,-0.0219256507969251,-0.1297876944036483,1.960748537074998,0.14721921206891128,False,False,False,False,True,True,-1.6440184423326594,-0.7915299612180956
df159a97-3a78-4b08-a524-ec433c75b670,-0.3065439488964899,0.7969054445392323,0.2878286184094044,0.07842770432725106,-1.1762715259702554,0.7305363410265715,0.5254749321722694,1.0044306567336498,1.3977506352665756,1.2285716636341797,0.8784405762718313,1.5537172014433975,-0.23587017351529582,-0.755779378690043,1.1366384759968569,-0.6003432494158302,0.9414981660579407,-0.14825061683321217,0.10278575743941715,-0.1739215599553559,-1.3092977694934396,True,False,False,False,False,False,-0.48145819618109353,-1.8967823723903168
5e180dec-043d-4300-aba6-271dab40edfc,0.901016172909448,-0.38833653716183797,1.168830147976597,1.086541541870114,1.059693091507518,1.5994963019708752,-1.2781605696789222,1.4995266402244347,-0.9578775966382916,-0.8050226832661967,-1.4392250012046133,-0.17253203340048895,-0.23587017351529582,-0.755779378690043,0.7606977296517813,-0.6003432494158302,-0.6731676093343448,0.5046932787066516,-1.4636520333311136,-1.3887754747714731,-0.4353875805560291,False,False,False,False,False,False,-0.9464822946417198,0.7969232528284129
13643241-8c6c-48a4-8d03-863deafeb216,-0.3065439488964899,0.026498156433536625,0.8062857147679744,0.6544927543517443,-1.1762715259702554,-0.7177302605472681,0.8411711116476644,-1.0378402751658378,-0.03351715120726778,0.4582707746567644,0.022687132280528516,0.966792461596476,1.605825568816763,1.2911882265774033,-1.1190060020736041,-0.6003432494158302,-0.4706938536389415,1.5802333261350365,-0.7470767829501515,-1.554999751722382,-1.0179943731809695,False,False,False,True,True,False,0.44859000074015914,-0.01951948306262464
7fc48f3b-b50b-44d8-ae6b-73085c131aa5,0.901016172909448,0.6191191472840718,1.210614960005675,-1.361734920733982,0.5007019371380748,0.44088302071180363,-1.1705839524909367,-0.04764830818426808,-1.61387533210547,-1.267203216652646,-1.4392250012046133,0.3108177523557994,0.6849776976507347,-0.49990842803161206,-0.36712450938345054,-0.6003432494158302,0.5487353788607517,-1.693799122598303,-0.6545071369733297,0.14207336979522903,-1.0179943731809695,False,False,False,True,False,False,1.1461261484310987,2.074350662725955
70d9ed9f-fe98-4144-b00d-7ee169bf9d40,0.901016172909448,-1.5735785188629081,-0.16963752414523167,1.3745740668823607,-1.1762715259702554,1.0201896613413395,-0.939409606656327,-1.223501268974882,-0.3316979400559852,-0.9590828610616798,0.8071277892725559,1.657292155534031,-0.4660821413068034,-1.2675212800069038,0.008816236961626731,0.22726944849499212,0.4539707951852745,-1.0784000366951298,-0.993552747741872,0.39400557287068916,-0.1440841842435589,True,True,False,False,False,False,-1.6440184423326594,-1.1081097975840084
2b538d8f-4edb-492d-aa1b-ebdd76392762,-1.5141040707024278,-0.0920260417365704,-1.716914899003744,1.518590329388484,0.5007019371380748,-0.7177302605472681,1.2240164262241362,0.2617866814974725,0.9504794519934996,1.1361355569568898,1.0567225437700192,-1.6916313600631092,0.45476572985922603,-0.49990842803161206,-0.1791541362109119,-0.16047829657534443,-0.7029531096562591,-0.18559192881748607,1.6200513933127514,0.38941070833841224,0.14721921206891128,False,False,False,False,True,False,0.44859000074015914,-0.4360718993335623
